# RaceRender Data: TrackAddict 4.3.5 on Android 9 [samsung SM-N960F] (Mode: 0)
# End Point: 51.99907, 13.68830  @ -1.00 deg
# GPS: Android; Mode: Android
# User Settings: SL1;U1;AS1;LT1/1;EC0;VC-1;VQ3;VS0;VSOIS0;VIF1
# Device Free Space: 92967 MB
"Time","UTC Time","Lap","Predicted Lap Time","Predicted vs Best Lap","GPS_Update","GPS_Delay","Latitude","Longitude","Altitude (m)","Altitude (ft)","Speed (Km/h)","Heading","Accuracy (m)","Accel X","Accel Y","Accel Z","Brake (calculated)","Barometric Pressure (kPa)","Pressure Altitude (m)"
0.000,1559734111.000,0,0,0,1,0.000,51.9993282,13.6881675,91.1,299,0.0,0.0,6.0,0.00,-0.00,-0.00,1,100.44,74.1
0.008,1559734111.008,0,0,0,0,0.000,51.9993282,13.6881675,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
0.060,1559734111.060,0,0,0,0,0.000,51.9993282,13.6881675,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
0.111,1559734111.111,0,0,0,0,0.000,51.9993282,13.6881675,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
0.159,1559734111.159,0,0,0,0,0.000,51.9993282,13.6881675,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
0.210,1559734111.210,0,0,0,0,0.000,51.9993282,13.6881675,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
0.239,1559734111.239,0,0,0,1,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
0.293,1559734111.293,0,0,0,0,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
0.340,1559734111.340,0,0,0,0,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.1
0.390,1559734111.390,0,0,0,0,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
0.440,1559734111.440,0,0,0,0,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,0.00,-0.00,-0.00,1,100.44,74.1
0.492,1559734111.492,0,0,0,0,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,0.00,-0.00,-0.00,1,100.44,74.1
0.541,1559734111.541,0,0,0,0,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,0.00,-0.00,-0.00,1,100.44,74.1
0.594,1559734111.594,0,0,0,0,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,0.00,-0.00,-0.00,1,100.44,74.3
0.641,1559734111.641,0,0,0,0,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,0.01,-0.00,0.00,1,100.44,74.3
0.694,1559734111.694,0,0,0,0,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.3
0.740,1559734111.740,0,0,0,0,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.3
0.791,1559734111.791,0,0,0,0,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.3
0.840,1559734111.840,0,0,0,0,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,0.01,-0.01,-0.00,1,100.44,74.3
0.894,1559734111.894,0,0,0,0,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,0.01,-0.01,-0.00,1,100.44,74.3
0.941,1559734111.941,0,0,0,0,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,-0.00,-0.00,-0.00,1,100.44,74.3
0.991,1559734111.991,0,0,0,0,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.3
1.040,1559734112.040,0,0,0,0,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.3
1.091,1559734112.091,0,0,0,0,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,-0.00,0.00,0.00,1,100.44,74.3
1.139,1559734112.139,0,0,0,0,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,-0.00,0.00,0.00,1,100.44,74.3
1.191,1559734112.191,0,0,0,0,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.3
1.241,1559734112.241,0,0,0,0,0.000,51.9993283,13.6881679,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.3
1.248,1559734112.248,0,0,0,1,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.3
1.291,1559734112.291,0,0,0,0,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.3
1.341,1559734112.341,0,0,0,0,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.3
1.392,1559734112.392,0,0,0,0,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.3
1.441,1559734112.441,0,0,0,0,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.3
1.499,1559734112.499,0,0,0,0,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.3
1.554,1559734112.554,0,0,0,0,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
1.601,1559734112.601,0,0,0,0,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.1
1.653,1559734112.653,0,0,0,0,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.1
1.703,1559734112.703,0,0,0,0,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.1
1.752,1559734112.752,0,0,0,0,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
1.801,1559734112.801,0,0,0,0,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
1.854,1559734112.854,0,0,0,0,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.1
1.902,1559734112.902,0,0,0,0,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,-0.00,0.00,0.00,1,100.44,74.1
1.951,1559734112.951,0,0,0,0,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,-0.00,-0.00,-0.00,1,100.44,74.1
2.003,1559734113.003,0,0,0,0,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.1
2.052,1559734113.052,0,0,0,0,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,-0.00,0.00,0.00,1,100.44,74.1
2.104,1559734113.104,0,0,0,0,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,-0.00,0.00,0.00,1,100.44,74.1
2.152,1559734113.152,0,0,0,0,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,-0.00,0.00,0.00,1,100.44,74.1
2.202,1559734113.202,0,0,0,0,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.1
2.254,1559734113.254,0,0,0,0,0.000,51.9993281,13.6881686,91.1,299,0.0,0.0,6.0,-0.00,0.00,0.00,1,100.44,74.1
2.275,1559734113.275,0,0,0,1,0.000,51.9993283,13.6881693,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
2.334,1559734113.334,0,0,0,0,0.000,51.9993283,13.6881693,91.2,299,0.0,0.0,6.0,0.00,-0.00,-0.00,1,100.44,74.1
2.381,1559734113.381,0,0,0,0,0.000,51.9993283,13.6881693,91.2,299,0.0,0.0,6.0,0.00,-0.00,-0.00,1,100.44,74.1
2.434,1559734113.434,0,0,0,0,0.000,51.9993283,13.6881693,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
2.481,1559734113.481,0,0,0,0,0.000,51.9993283,13.6881693,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
2.532,1559734113.532,0,0,0,0,0.000,51.9993283,13.6881693,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
2.581,1559734113.581,0,0,0,0,0.000,51.9993283,13.6881693,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
2.634,1559734113.634,0,0,0,0,0.000,51.9993283,13.6881693,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
2.682,1559734113.682,0,0,0,0,0.000,51.9993283,13.6881693,91.2,299,0.0,0.0,6.0,0.00,-0.00,-0.00,1,100.44,74.1
2.735,1559734113.735,0,0,0,0,0.000,51.9993283,13.6881693,91.2,299,0.0,0.0,6.0,0.00,-0.00,-0.00,1,100.44,74.1
2.781,1559734113.781,0,0,0,0,0.000,51.9993283,13.6881693,91.2,299,0.0,0.0,6.0,-0.00,-0.00,-0.00,1,100.44,74.1
2.833,1559734113.833,0,0,0,0,0.000,51.9993283,13.6881693,91.2,299,0.0,0.0,6.0,-0.00,-0.00,-0.00,1,100.44,74.1
2.881,1559734113.881,0,0,0,0,0.000,51.9993283,13.6881693,91.2,299,0.0,0.0,6.0,-0.00,-0.00,-0.00,1,100.44,74.1
2.936,1559734113.936,0,0,0,0,0.000,51.9993283,13.6881693,91.2,299,0.0,0.0,6.0,-0.00,-0.00,-0.00,1,100.44,74.1
2.995,1559734113.995,0,0,0,0,0.000,51.9993283,13.6881693,91.2,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.1
3.041,1559734114.041,0,0,0,0,0.000,51.9993283,13.6881693,91.2,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.1
3.092,1559734114.092,0,0,0,0,0.000,51.9993283,13.6881693,91.2,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.1
3.141,1559734114.141,0,0,0,0,0.000,51.9993283,13.6881693,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
3.191,1559734114.191,0,0,0,0,0.000,51.9993283,13.6881693,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
3.242,1559734114.242,0,0,0,0,0.000,51.9993283,13.6881693,91.2,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.1
3.256,1559734114.256,0,0,0,1,0.000,51.9993288,13.6881696,91.2,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.1
3.311,1559734114.311,0,0,0,0,0.000,51.9993288,13.6881696,91.2,299,0.0,0.0,6.0,0.00,0.00,-0.00,1,100.44,74.1
3.361,1559734114.361,0,0,0,0,0.000,51.9993288,13.6881696,91.2,299,0.0,0.0,6.0,0.00,-0.00,-0.00,1,100.44,74.1
3.413,1559734114.413,0,0,0,0,0.000,51.9993288,13.6881696,91.2,299,0.0,0.0,6.0,-0.00,-0.00,-0.00,1,100.44,74.1
3.462,1559734114.462,0,0,0,0,0.000,51.9993288,13.6881696,91.2,299,0.0,0.0,6.0,-0.00,-0.00,-0.00,1,100.44,74.1
3.511,1559734114.511,0,0,0,0,0.000,51.9993288,13.6881696,91.2,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.1
3.561,1559734114.561,0,0,0,0,0.000,51.9993288,13.6881696,91.2,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.0
3.612,1559734114.612,0,0,0,0,0.000,51.9993288,13.6881696,91.2,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.0
3.661,1559734114.661,0,0,0,0,0.000,51.9993288,13.6881696,91.2,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.0
3.714,1559734114.714,0,0,0,0,0.000,51.9993288,13.6881696,91.2,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.0
3.761,1559734114.761,0,0,0,0,0.000,51.9993288,13.6881696,91.2,299,0.0,0.0,6.0,-0.00,-0.00,-0.00,1,100.44,74.0
3.811,1559734114.811,0,0,0,0,0.000,51.9993288,13.6881696,91.2,299,0.0,0.0,6.0,-0.00,-0.00,-0.00,1,100.44,74.0
3.860,1559734114.860,0,0,0,0,0.000,51.9993288,13.6881696,91.2,299,0.0,0.0,6.0,-0.00,-0.00,-0.00,1,100.44,74.0
3.911,1559734114.911,0,0,0,0,0.000,51.9993288,13.6881696,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.0
3.961,1559734114.961,0,0,0,0,0.000,51.9993288,13.6881696,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.0
4.014,1559734115.014,0,0,0,0,0.000,51.9993288,13.6881696,91.2,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.0
4.061,1559734115.061,0,0,0,0,0.000,51.9993288,13.6881696,91.2,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.0
4.112,1559734115.112,0,0,0,0,0.000,51.9993288,13.6881696,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.0
4.160,1559734115.160,0,0,0,0,0.000,51.9993288,13.6881696,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.0
4.211,1559734115.211,0,0,0,0,0.000,51.9993288,13.6881696,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.0
4.252,1559734115.252,0,0,0,1,0.000,51.9993293,13.6881705,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.0
4.302,1559734115.302,0,0,0,0,0.000,51.9993293,13.6881705,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.0
4.353,1559734115.353,0,0,0,0,0.000,51.9993293,13.6881705,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.0
4.407,1559734115.407,0,0,0,0,0.000,51.9993293,13.6881705,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.0
4.461,1559734115.461,0,0,0,0,0.000,51.9993293,13.6881705,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.0
4.512,1559734115.512,0,0,0,0,0.000,51.9993293,13.6881705,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.0
4.561,1559734115.561,0,0,0,0,0.000,51.9993293,13.6881705,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.2
4.614,1559734115.614,0,0,0,0,0.000,51.9993293,13.6881705,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.2
4.661,1559734115.661,0,0,0,0,0.000,51.9993293,13.6881705,91.2,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.2
4.711,1559734115.711,0,0,0,0,0.000,51.9993293,13.6881705,91.2,299,0.0,0.0,6.0,-0.00,0.00,0.01,1,100.44,74.2
4.761,1559734115.761,0,0,0,0,0.000,51.9993293,13.6881705,91.2,299,0.0,0.0,6.0,0.00,0.00,0.01,1,100.44,74.2
4.812,1559734115.812,0,0,0,0,0.000,51.9993293,13.6881705,91.2,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.2
4.861,1559734115.861,0,0,0,0,0.000,51.9993293,13.6881705,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.2
4.913,1559734115.913,0,0,0,0,0.000,51.9993293,13.6881705,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.2
4.961,1559734115.961,0,0,0,0,0.000,51.9993293,13.6881705,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.2
5.012,1559734116.012,0,0,0,0,0.000,51.9993293,13.6881705,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.2
5.061,1559734116.061,0,0,0,0,0.000,51.9993293,13.6881705,91.2,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.2
5.117,1559734116.117,0,0,0,0,0.000,51.9993293,13.6881705,91.2,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.2
5.173,1559734116.173,0,0,0,0,0.000,51.9993293,13.6881705,91.2,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.2
5.221,1559734116.221,0,0,0,0,0.000,51.9993293,13.6881705,91.2,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.2
5.258,1559734116.258,0,0,0,1,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.2
5.311,1559734116.311,0,0,0,0,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.2
5.360,1559734116.360,0,0,0,0,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.2
5.412,1559734116.412,0,0,0,0,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.2
5.461,1559734116.461,0,0,0,0,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.2
5.515,1559734116.515,0,0,0,0,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.2
5.561,1559734116.561,0,0,0,0,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.1
5.611,1559734116.611,0,0,0,0,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.1
5.661,1559734116.661,0,0,0,0,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.1
5.713,1559734116.713,0,0,0,0,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
5.761,1559734116.761,0,0,0,0,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
5.814,1559734116.814,0,0,0,0,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.1
5.863,1559734116.863,0,0,0,0,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.1
5.911,1559734116.911,0,0,0,0,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
5.961,1559734116.961,0,0,0,0,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
6.012,1559734117.012,0,0,0,0,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.1
6.061,1559734117.061,0,0,0,0,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.1
6.113,1559734117.113,0,0,0,0,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.1
6.160,1559734117.160,0,0,0,0,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.1
6.211,1559734117.211,0,0,0,0,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
6.262,1559734117.262,0,0,0,0,0.000,51.9993297,13.6881709,91.2,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
6.272,1559734117.272,0,0,0,1,0.000,51.9993298,13.6881706,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
6.320,1559734117.320,0,0,0,0,0.000,51.9993298,13.6881706,91.1,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.1
6.371,1559734117.371,0,0,0,0,0.000,51.9993298,13.6881706,91.1,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.1
6.424,1559734117.424,0,0,0,0,0.000,51.9993298,13.6881706,91.1,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.1
6.473,1559734117.473,0,0,0,0,0.000,51.9993298,13.6881706,91.1,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.1
6.522,1559734117.522,0,0,0,0,0.000,51.9993298,13.6881706,91.1,299,0.0,0.0,6.0,-0.00,0.00,0.00,1,100.44,74.1
6.573,1559734117.573,0,0,0,0,0.000,51.9993298,13.6881706,91.1,299,0.0,0.0,6.0,-0.00,0.00,0.00,1,100.44,74.2
6.622,1559734117.622,0,0,0,0,0.000,51.9993298,13.6881706,91.1,299,0.0,0.0,6.0,-0.00,0.00,0.00,1,100.44,74.2
6.671,1559734117.671,0,0,0,0,0.000,51.9993298,13.6881706,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.2
6.721,1559734117.721,0,0,0,0,0.000,51.9993298,13.6881706,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.2
6.774,1559734117.774,0,0,0,0,0.000,51.9993298,13.6881706,91.1,299,0.0,0.0,6.0,0.00,-0.00,-0.00,1,100.44,74.2
6.821,1559734117.821,0,0,0,0,0.000,51.9993298,13.6881706,91.1,299,0.0,0.0,6.0,0.00,-0.00,-0.00,1,100.44,74.2
6.871,1559734117.871,0,0,0,0,0.000,51.9993298,13.6881706,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.2
6.921,1559734117.921,0,0,0,0,0.000,51.9993298,13.6881706,91.1,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.2
6.972,1559734117.972,0,0,0,0,0.000,51.9993298,13.6881706,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.2
7.021,1559734118.021,0,0,0,0,0.000,51.9993298,13.6881706,91.1,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.2
7.074,1559734118.074,0,0,0,0,0.000,51.9993298,13.6881706,91.1,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.2
7.121,1559734118.121,0,0,0,0,0.000,51.9993298,13.6881706,91.1,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.2
7.171,1559734118.171,0,0,0,0,0.000,51.9993298,13.6881706,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.2
7.220,1559734118.220,0,0,0,0,0.000,51.9993298,13.6881706,91.1,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.2
7.268,1559734118.268,0,0,0,1,0.000,51.9993298,13.6881696,91.1,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.2
7.321,1559734118.321,0,0,0,0,0.000,51.9993298,13.6881696,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.2
7.373,1559734118.373,0,0,0,0,0.000,51.9993298,13.6881696,91.1,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.2
7.421,1559734118.421,0,0,0,0,0.000,51.9993298,13.6881696,91.1,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.2
7.471,1559734118.471,0,0,0,0,0.000,51.9993298,13.6881696,91.1,299,0.0,0.0,6.0,0.00,-0.00,-0.00,1,100.44,74.2
7.521,1559734118.521,0,0,0,0,0.000,51.9993298,13.6881696,91.1,299,0.0,0.0,6.0,-0.00,-0.00,-0.00,1,100.44,74.2
7.571,1559734118.571,0,0,0,0,0.000,51.9993298,13.6881696,91.1,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.2
7.621,1559734118.621,0,0,0,0,0.000,51.9993298,13.6881696,91.1,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.2
7.673,1559734118.673,0,0,0,0,0.000,51.9993298,13.6881696,91.1,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.2
7.721,1559734118.721,0,0,0,0,0.000,51.9993298,13.6881696,91.1,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.2
7.771,1559734118.771,0,0,0,0,0.000,51.9993298,13.6881696,91.1,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.2
7.820,1559734118.820,0,0,0,0,0.000,51.9993298,13.6881696,91.1,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.2
7.871,1559734118.871,0,0,0,0,0.000,51.9993298,13.6881696,91.1,299,0.0,0.0,6.0,-0.00,0.00,0.00,1,100.44,74.2
7.921,1559734118.921,0,0,0,0,0.000,51.9993298,13.6881696,91.1,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.2
7.974,1559734118.974,0,0,0,0,0.000,51.9993298,13.6881696,91.1,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.2
8.020,1559734119.020,0,0,0,0,0.000,51.9993298,13.6881696,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.2
8.073,1559734119.073,0,0,0,0,0.000,51.9993298,13.6881696,91.1,299,0.0,0.0,6.0,-0.00,-0.00,0.00,1,100.44,74.2
8.120,1559734119.120,0,0,0,0,0.000,51.9993298,13.6881696,91.1,299,0.0,0.0,6.0,-0.00,0.00,0.00,1,100.44,74.2
8.170,1559734119.170,0,0,0,0,0.000,51.9993298,13.6881696,91.1,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.2
8.221,1559734119.221,0,0,0,0,0.000,51.9993298,13.6881696,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.2
8.263,1559734119.263,0,0,0,1,0.000,51.9993296,13.6881686,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.2
8.312,1559734119.312,0,0,0,0,0.000,51.9993296,13.6881686,91.1,299,0.0,0.0,6.0,0.00,-0.00,-0.00,1,100.44,74.2
8.361,1559734119.361,0,0,0,0,0.000,51.9993296,13.6881686,91.1,299,0.0,0.0,6.0,-0.00,-0.00,-0.00,1,100.44,74.2
8.412,1559734119.412,0,0,0,0,0.000,51.9993296,13.6881686,91.1,299,0.0,0.0,6.0,-0.00,0.00,0.00,1,100.44,74.2
8.462,1559734119.462,0,0,0,0,0.000,51.9993296,13.6881686,91.1,299,0.0,0.0,6.0,-0.00,0.00,0.00,1,100.44,74.2
8.514,1559734119.514,0,0,0,0,0.000,51.9993296,13.6881686,91.1,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.2
8.561,1559734119.561,0,0,0,0,0.000,51.9993296,13.6881686,91.1,299,0.0,0.0,6.0,0.00,0.00,0.00,1,100.44,74.1
8.612,1559734119.612,0,0,0,0,0.000,51.9993296,13.6881686,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
8.663,1559734119.663,0,0,0,0,0.000,51.9993296,13.6881686,91.1,299,0.0,0.0,6.0,0.00,-0.00,-0.00,1,100.44,74.1
8.713,1559734119.713,0,0,0,0,0.000,51.9993296,13.6881686,91.1,299,0.0,0.0,6.0,0.00,-0.00,0.00,1,100.44,74.1
