# RaceRender Data: TrackAddict 4.3.5 on Android 9 [samsung SM-N960F] (Mode: 0)
# End Point: 51.99907, 13.68830  @ -1.00 deg
# GPS: Android; Mode: Android
# User Settings: SL1;U1;AS1;LT1/1;EC0;VC-1;VQ3;VS0;VSOIS0;VIF1
# Device Free Space: 92967 MB
"Time","UTC Time","Lap","Predicted Lap Time","Predicted vs Best Lap","GPS_Update","GPS_Delay","Latitude","Longitude","Altitude (m)","Altitude (ft)","Speed (Km/h)","Heading","Accuracy (m)","Accel X","Accel Y","Accel Z","Brake (calculated)","Barometric Pressure (kPa)","Pressure Altitude (m)"
233.241,1559734344.241,1,0,0,0,0.000,51.9978744,13.6862897,85.4,280,119.3,37.9,12.0,-0.15,-0.56,-0.17,0,100.37,80.1
233.277,1559734344.277,1,0,0,1,0.000,51.9981275,13.6866035,85.4,280,116.3,37.7,12.0,-0.17,-0.58,-0.17,0,100.37,80.1
233.323,1559734344.323,1,0,0,0,0.000,51.9981275,13.6866035,85.4,280,116.3,37.7,12.0,-0.18,-0.58,-0.16,0,100.37,80.1
233.370,1559734344.370,1,0,0,0,0.000,51.9981275,13.6866035,85.4,280,116.3,37.7,12.0,-0.19,-0.59,-0.18,0,100.37,80.1
233.420,1559734344.420,1,0,0,0,0.000,51.9981275,13.6866035,85.4,280,116.3,37.7,12.0,-0.21,-0.59,-0.21,0,100.37,80.1
233.469,1559734344.469,1,0,0,0,0.000,51.9981275,13.6866035,85.4,280,116.3,37.7,12.0,-0.25,-0.59,-0.21,0,100.38,79.0
233.521,1559734344.521,1,0,0,0,0.000,51.9981275,13.6866035,85.4,280,116.3,37.7,12.0,-0.26,-0.59,-0.20,0,100.38,79.0
233.571,1559734344.571,1,0,0,0,0.000,51.9981275,13.6866035,85.4,280,116.3,37.7,12.0,-0.28,-0.59,-0.20,0,100.38,79.0
233.623,1559734344.623,1,0,0,0,0.000,51.9981275,13.6866035,85.4,280,116.3,37.7,12.0,-0.28,-0.58,-0.20,0,100.38,79.0
233.672,1559734344.672,1,0,0,0,0.000,51.9981275,13.6866035,85.4,280,116.3,37.7,12.0,-0.28,-0.58,-0.21,0,100.38,79.0
233.724,1559734344.724,1,0,0,0,0.000,51.9981275,13.6866035,85.4,280,116.3,37.7,12.0,-0.29,-0.60,-0.21,0,100.38,78.6
233.771,1559734344.771,1,0,0,0,0.000,51.9981275,13.6866035,85.4,280,116.3,37.7,12.0,-0.33,-0.61,-0.21,0,100.38,78.6
233.822,1559734344.822,1,0,0,0,0.000,51.9981275,13.6866035,85.4,280,116.3,37.7,12.0,-0.32,-0.63,-0.20,0,100.38,78.6
233.871,1559734344.871,1,0,0,0,0.000,51.9981275,13.6866035,85.4,280,116.3,37.7,12.0,-0.33,-0.62,-0.20,0,100.38,78.6
233.924,1559734344.924,1,0,0,0,0.000,51.9981275,13.6866035,85.4,280,116.3,37.7,12.0,-0.35,-0.62,-0.24,0,100.38,78.6
233.983,1559734344.983,1,0,0,0,0.000,51.9981275,13.6866035,85.4,280,116.3,37.7,12.0,-0.40,-0.62,-0.24,0,100.39,78.0
234.030,1559734345.030,1,0,0,0,0.000,51.9981275,13.6866035,85.4,280,116.3,37.7,12.0,-0.42,-0.63,-0.24,0,100.39,78.0
234.081,1559734345.081,1,0,0,0,0.000,51.9981275,13.6866035,85.4,280,116.3,37.7,12.0,-0.43,-0.63,-0.21,0,100.39,78.0
234.129,1559734345.129,1,0,0,0,0.000,51.9981275,13.6866035,85.4,280,116.3,37.7,12.0,-0.44,-0.63,-0.21,0,100.39,78.0
234.180,1559734345.180,1,0,0,0,0.000,51.9981275,13.6866035,85.4,280,116.3,37.7,12.0,-0.44,-0.61,-0.20,0,100.39,78.0
234.230,1559734345.230,1,0,0,0,0.000,51.9981275,13.6866035,85.4,280,116.3,37.7,12.0,-0.48,-0.60,-0.20,0,100.40,77.6
234.271,1559734345.271,1,0,0,1,0.000,51.9983575,13.6868758,86.3,283,82.8,46.1,12.0,-0.49,-0.59,-0.20,0,100.40,77.6
234.322,1559734345.322,1,0,0,0,0.000,51.9983575,13.6868758,86.3,283,82.8,46.1,12.0,-0.48,-0.54,-0.20,0,100.40,77.6
234.370,1559734345.370,1,0,0,0,0.000,51.9983575,13.6868758,86.3,283,82.8,46.1,12.0,-0.49,-0.54,-0.15,0,100.40,77.6
234.420,1559734345.420,1,0,0,0,0.000,51.9983575,13.6868758,86.3,283,82.8,46.1,12.0,-0.49,-0.49,-0.15,0,100.40,77.6
234.469,1559734345.469,1,0,0,0,0.000,51.9983575,13.6868758,86.3,283,82.8,46.1,12.0,-0.50,-0.45,-0.15,0,100.40,76.9
234.523,1559734345.523,1,0,0,0,0.000,51.9983575,13.6868758,86.3,283,82.8,46.1,12.0,-0.52,-0.44,-0.16,0,100.40,76.9
234.569,1559734345.569,1,0,0,0,0.000,51.9983575,13.6868758,86.3,283,82.8,46.1,12.0,-0.52,-0.43,-0.20,0,100.40,76.9
234.628,1559734345.628,1,0,0,0,0.000,51.9983575,13.6868758,86.3,283,82.8,46.1,12.0,-0.50,-0.43,-0.20,0,100.40,76.9
234.681,1559734345.681,1,0,0,0,0.000,51.9983575,13.6868758,86.3,283,82.8,46.1,12.0,-0.49,-0.43,-0.19,0,100.40,76.9
234.730,1559734345.730,1,0,0,0,0.000,51.9983575,13.6868758,86.3,283,82.8,46.1,12.0,-0.48,-0.40,-0.14,0,100.41,76.7
234.782,1559734345.782,1,0,0,0,0.000,51.9983575,13.6868758,86.3,283,82.8,46.1,12.0,-0.49,-0.39,-0.11,0,100.41,76.7
234.831,1559734345.831,1,0,0,0,0.000,51.9983575,13.6868758,86.3,283,82.8,46.1,12.0,-0.50,-0.36,-0.07,0,100.41,76.7
234.884,1559734345.884,1,0,0,0,0.000,51.9983575,13.6868758,86.3,283,82.8,46.1,12.0,-0.52,-0.27,-0.07,0,100.41,76.7
234.932,1559734345.932,1,0,0,0,0.000,51.9983575,13.6868758,86.3,283,82.8,46.1,12.0,-0.55,-0.26,-0.10,0,100.41,76.7
234.982,1559734345.982,1,0,0,0,0.000,51.9983575,13.6868758,86.3,283,82.8,46.1,12.0,-0.55,-0.25,-0.10,0,100.41,76.4
235.030,1559734346.030,1,0,0,0,0.000,51.9983575,13.6868758,86.3,283,82.8,46.1,12.0,-0.55,-0.22,-0.09,0,100.41,76.4
235.081,1559734346.081,1,0,0,0,0.000,51.9983575,13.6868758,86.3,283,82.8,46.1,12.0,-0.55,-0.20,-0.08,0,100.41,76.4
235.132,1559734346.132,1,0,0,0,0.000,51.9983575,13.6868758,86.3,283,82.8,46.1,12.0,-0.56,-0.14,-0.07,0,100.41,76.4
235.182,1559734346.182,1,0,0,0,0.000,51.9983575,13.6868758,86.3,283,82.8,46.1,12.0,-0.56,-0.13,-0.07,0,100.41,76.4
235.230,1559734346.230,1,0,0,0,0.000,51.9983575,13.6868758,86.3,283,82.8,46.1,12.0,-0.55,-0.13,-0.05,0,100.41,76.0
235.274,1559734346.274,1,0,0,1,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.50,-0.14,-0.03,0,100.41,76.0
235.321,1559734346.321,1,0,0,0,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.49,-0.14,-0.03,0,100.41,76.0
235.370,1559734346.370,1,0,0,0,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.49,-0.14,-0.02,0,100.41,76.0
235.422,1559734346.422,1,0,0,0,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.48,-0.17,-0.02,0,100.41,76.0
235.469,1559734346.469,1,0,0,0,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.49,-0.17,-0.02,0,100.42,75.9
235.521,1559734346.521,1,0,0,0,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.49,-0.16,-0.06,0,100.42,75.9
235.570,1559734346.570,1,0,0,0,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.50,-0.16,-0.06,0,100.42,75.9
235.621,1559734346.621,1,0,0,0,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.50,-0.14,-0.08,0,100.42,75.9
235.670,1559734346.670,1,0,0,0,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.50,-0.16,-0.08,0,100.42,75.9
235.724,1559734346.724,1,0,0,0,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.48,-0.17,-0.02,0,100.41,76.3
235.770,1559734346.770,1,0,0,0,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.47,-0.18,-0.02,0,100.41,76.3
235.821,1559734346.821,1,0,0,0,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.47,-0.19,-0.09,0,100.41,76.3
235.870,1559734346.870,1,0,0,0,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.47,-0.20,-0.09,0,100.41,76.3
235.921,1559734346.921,1,0,0,0,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.47,-0.21,-0.09,0,100.41,76.3
235.970,1559734346.970,1,0,0,0,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.47,-0.21,-0.08,0,100.41,76.5
236.023,1559734347.023,1,0,0,0,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.47,-0.23,-0.08,0,100.41,76.5
236.070,1559734347.070,1,0,0,0,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.43,-0.21,-0.08,0,100.41,76.5
236.119,1559734347.119,1,0,0,0,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.43,-0.22,-0.03,0,100.41,76.5
236.168,1559734347.168,1,0,0,0,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.43,-0.22,-0.03,0,100.41,76.5
236.218,1559734347.218,1,0,0,0,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.42,-0.22,-0.03,0,100.41,76.4
236.267,1559734347.267,1,0,0,0,0.000,51.9984844,13.6870899,86.3,283,68.3,58.7,12.0,-0.41,-0.23,-0.08,0,100.41,76.4
236.276,1559734347.276,1,0,0,1,0.000,51.9985634,13.6873069,86.0,282,59.0,73.5,12.0,-0.40,-0.21,-0.08,0,100.41,76.4
236.325,1559734347.325,1,0,0,0,0.000,51.9985634,13.6873069,86.0,282,59.0,73.5,12.0,-0.40,-0.23,-0.06,0,100.41,76.4
236.371,1559734347.371,1,0,0,0,0.000,51.9985634,13.6873069,86.0,282,59.0,73.5,12.0,-0.36,-0.24,-0.06,0,100.41,76.4
236.421,1559734347.421,1,0,0,0,0.000,51.9985634,13.6873069,86.0,282,59.0,73.5,12.0,-0.32,-0.24,-0.08,0,100.41,76.4
236.470,1559734347.470,1,0,0,0,0.000,51.9985634,13.6873069,86.0,282,59.0,73.5,12.0,-0.27,-0.23,-0.09,0,100.41,76.4
236.521,1559734347.521,1,0,0,0,0.000,51.9985634,13.6873069,86.0,282,59.0,73.5,12.0,-0.19,-0.20,-0.09,0,100.41,76.4
236.571,1559734347.571,1,0,0,0,0.000,51.9985634,13.6873069,86.0,282,59.0,73.5,12.0,-0.18,-0.20,-0.07,0,100.41,76.4
236.625,1559734347.625,1,0,0,0,0.000,51.9985634,13.6873069,86.0,282,59.0,73.5,12.0,-0.13,-0.22,-0.07,0,100.41,76.4
236.685,1559734347.685,1,0,0,0,0.000,51.9985634,13.6873069,86.0,282,59.0,73.5,12.0,-0.04,-0.27,-0.08,0,100.41,76.4
236.732,1559734347.732,1,0,0,0,0.000,51.9985634,13.6873069,86.0,282,59.0,73.5,12.0,-0.01,-0.27,-0.08,0,100.41,76.0
236.782,1559734347.782,1,0,0,0,0.000,51.9985634,13.6873069,86.0,282,59.0,73.5,12.0,0.04,-0.32,-0.10,0,100.41,76.0
236.834,1559734347.834,1,0,0,0,0.000,51.9985634,13.6873069,86.0,282,59.0,73.5,12.0,0.09,-0.33,-0.10,0,100.41,76.0
236.882,1559734347.882,1,0,0,0,0.000,51.9985634,13.6873069,86.0,282,59.0,73.5,12.0,0.11,-0.34,-0.14,0,100.41,76.0
236.942,1559734347.942,1,0,0,0,0.000,51.9985634,13.6873069,86.0,282,59.0,73.5,12.0,0.18,-0.33,-0.11,0,100.41,76.0
236.991,1559734347.991,1,0,0,0,0.000,51.9985634,13.6873069,86.0,282,59.0,73.5,12.0,0.23,-0.30,-0.11,1,100.42,75.7
237.044,1559734348.044,1,0,0,0,0.000,51.9985634,13.6873069,86.0,282,59.0,73.5,12.0,0.25,-0.23,-0.07,1,100.42,75.7
237.091,1559734348.091,1,0,0,0,0.000,51.9985634,13.6873069,86.0,282,59.0,73.5,12.0,0.29,-0.22,-0.07,1,100.42,75.7
237.141,1559734348.141,1,0,0,0,0.000,51.9985634,13.6873069,86.0,282,59.0,73.5,12.0,0.33,-0.21,-0.09,1,100.42,75.7
237.192,1559734348.192,1,0,0,0,0.000,51.9985634,13.6873069,86.0,282,59.0,73.5,12.0,0.33,-0.21,-0.09,1,100.42,75.4
237.241,1559734348.241,1,0,0,0,0.000,51.9985634,13.6873069,86.0,282,59.0,73.5,12.0,0.38,-0.24,-0.05,1,100.42,75.4
237.279,1559734348.279,1,0,0,1,0.000,51.9985970,13.6875328,85.9,282,53.2,94.0,12.0,0.38,-0.26,-0.05,1,100.42,75.4
237.331,1559734348.331,1,0,0,0,0.000,51.9985970,13.6875328,85.9,282,53.2,94.0,12.0,0.39,-0.29,-0.07,1,100.42,75.4
237.381,1559734348.381,1,0,0,0,0.000,51.9985970,13.6875328,85.9,282,53.2,94.0,12.0,0.46,-0.34,-0.10,1,100.42,75.4
237.432,1559734348.432,1,0,0,0,0.000,51.9985970,13.6875328,85.9,282,53.2,94.0,12.0,0.48,-0.38,-0.10,1,100.42,75.4
237.481,1559734348.481,1,0,0,0,0.000,51.9985970,13.6875328,85.9,282,53.2,94.0,12.0,0.51,-0.38,-0.11,1,100.42,75.3
237.531,1559734348.531,1,0,0,0,0.000,51.9985970,13.6875328,85.9,282,53.2,94.0,12.0,0.55,-0.36,-0.11,1,100.42,75.3
237.584,1559734348.584,1,0,0,0,0.000,51.9985970,13.6875328,85.9,282,53.2,94.0,12.0,0.56,-0.31,-0.11,1,100.42,75.3
237.631,1559734348.631,1,0,0,0,0.000,51.9985970,13.6875328,85.9,282,53.2,94.0,12.0,0.58,-0.28,-0.02,1,100.42,75.3
237.682,1559734348.682,1,0,0,0,0.000,51.9985970,13.6875328,85.9,282,53.2,94.0,12.0,0.60,-0.24,-0.02,1,100.42,75.3
237.731,1559734348.731,1,0,0,0,0.000,51.9985970,13.6875328,85.9,282,53.2,94.0,12.0,0.61,-0.18,-0.02,1,100.42,75.2
237.782,1559734348.782,1,0,0,0,0.000,51.9985970,13.6875328,85.9,282,53.2,94.0,12.0,0.63,-0.18,-0.03,1,100.42,75.2
237.831,1559734348.831,1,0,0,0,0.000,51.9985970,13.6875328,85.9,282,53.2,94.0,12.0,0.63,-0.20,-0.03,1,100.42,75.2
237.885,1559734348.885,1,0,0,0,0.000,51.9985970,13.6875328,85.9,282,53.2,94.0,12.0,0.63,-0.24,-0.02,1,100.42,75.2
237.944,1559734348.944,1,0,0,0,0.000,51.9985970,13.6875328,85.9,282,53.2,94.0,12.0,0.64,-0.24,-0.02,1,100.43,75.0
237.991,1559734348.991,1,0,0,0,0.000,51.9985970,13.6875328,85.9,282,53.2,94.0,12.0,0.69,-0.21,-0.06,1,100.43,75.0
238.042,1559734349.042,1,0,0,0,0.000,51.9985970,13.6875328,85.9,282,53.2,94.0,12.0,0.74,-0.20,-0.08,1,100.43,75.0
238.091,1559734349.091,1,0,0,0,0.000,51.9985970,13.6875328,85.9,282,53.2,94.0,12.0,0.76,-0.21,-0.08,1,100.43,75.0
238.141,1559734349.141,1,0,0,0,0.000,51.9985970,13.6875328,85.9,282,53.2,94.0,12.0,0.78,-0.20,-0.07,1,100.43,75.0
238.191,1559734349.191,1,0,0,0,0.000,51.9985970,13.6875328,85.9,282,53.2,94.0,12.0,0.79,-0.21,-0.07,1,100.43,74.8
238.244,1559734349.244,1,0,0,0,0.000,51.9985970,13.6875328,85.9,282,53.2,94.0,12.0,0.82,-0.21,-0.07,1,100.43,74.8
238.299,1559734349.299,1,0,0,1,0.000,51.9985785,13.6877295,85.9,282,47.4,91.0,12.0,0.83,-0.22,-0.07,1,100.43,74.8
238.352,1559734349.352,1,0,0,0,0.000,51.9985785,13.6877295,85.9,282,47.4,91.0,12.0,0.82,-0.22,-0.07,1,100.43,74.8
238.403,1559734349.403,1,0,0,0,0.000,51.9985785,13.6877295,85.9,282,47.4,91.0,12.0,0.81,-0.22,-0.05,1,100.43,74.8
238.452,1559734349.452,1,0,0,0,0.000,51.9985785,13.6877295,85.9,282,47.4,91.0,12.0,0.81,-0.20,-0.05,1,100.43,74.7
238.502,1559734349.502,1,0,0,0,0.000,51.9985785,13.6877295,85.9,282,47.4,91.0,12.0,0.82,-0.20,-0.07,1,100.43,74.7
238.552,1559734349.552,1,0,0,0,0.000,51.9985785,13.6877295,85.9,282,47.4,91.0,12.0,0.82,-0.21,-0.07,1,100.43,74.7
238.607,1559734349.607,1,0,0,0,0.000,51.9985785,13.6877295,85.9,282,47.4,91.0,12.0,0.77,-0.21,-0.07,1,100.43,74.7
238.665,1559734349.665,1,0,0,0,0.000,51.9985785,13.6877295,85.9,282,47.4,91.0,12.0,0.76,-0.18,-0.06,1,100.43,74.7
238.712,1559734349.712,1,0,0,0,0.000,51.9985785,13.6877295,85.9,282,47.4,91.0,12.0,0.76,-0.18,-0.02,1,100.43,74.7
238.764,1559734349.764,1,0,0,0,0.000,51.9985785,13.6877295,85.9,282,47.4,91.0,12.0,0.78,-0.13,-0.02,1,100.43,74.7
238.812,1559734349.812,1,0,0,0,0.000,51.9985785,13.6877295,85.9,282,47.4,91.0,12.0,0.78,-0.08,-0.09,1,100.43,74.7
238.862,1559734349.862,1,0,0,0,0.000,51.9985785,13.6877295,85.9,282,47.4,91.0,12.0,0.76,-0.07,-0.09,1,100.43,74.7
238.911,1559734349.911,1,0,0,0,0.000,51.9985785,13.6877295,85.9,282,47.4,91.0,12.0,0.74,-0.01,0.00,1,100.43,74.7
238.965,1559734349.965,1,0,0,0,0.000,51.9985785,13.6877295,85.9,282,47.4,91.0,12.0,0.72,0.06,0.09,1,100.43,74.4
239.011,1559734350.011,1,0,0,0,0.000,51.9985785,13.6877295,85.9,282,47.4,91.0,12.0,0.72,0.18,0.09,1,100.43,74.4
239.062,1559734350.062,1,0,0,0,0.000,51.9985785,13.6877295,85.9,282,47.4,91.0,12.0,0.72,0.26,0.05,1,100.43,74.4
239.111,1559734350.111,1,0,0,0,0.000,51.9985785,13.6877295,85.9,282,47.4,91.0,12.0,0.71,0.30,0.05,1,100.43,74.4
239.161,1559734350.161,1,0,0,0,0.000,51.9985785,13.6877295,85.9,282,47.4,91.0,12.0,0.69,0.30,0.10,1,100.43,74.4
239.210,1559734350.210,1,0,0,0,0.000,51.9985785,13.6877295,85.9,282,47.4,91.0,12.0,0.69,0.25,0.13,1,100.43,74.4
239.263,1559734350.263,1,0,0,1,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.72,0.20,0.11,1,100.43,74.4
239.313,1559734350.313,1,0,0,0,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.74,0.20,0.11,1,100.43,74.4
239.361,1559734350.361,1,0,0,0,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.74,0.21,0.08,1,100.43,74.4
239.411,1559734350.411,1,0,0,0,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.75,0.24,0.08,1,100.43,74.4
239.462,1559734350.462,1,0,0,0,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.74,0.30,0.11,1,100.43,74.5
239.511,1559734350.511,1,0,0,0,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.74,0.31,0.13,1,100.43,74.5
239.565,1559734350.565,1,0,0,0,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.74,0.31,0.13,1,100.43,74.5
239.612,1559734350.612,1,0,0,0,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.78,0.31,0.14,1,100.43,74.5
239.662,1559734350.662,1,0,0,0,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.80,0.29,0.14,1,100.43,74.5
239.712,1559734350.712,1,0,0,0,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.82,0.29,0.14,1,100.43,74.7
239.762,1559734350.762,1,0,0,0,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.83,0.31,0.07,1,100.43,74.7
239.811,1559734350.811,1,0,0,0,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.83,0.31,0.07,1,100.43,74.7
239.865,1559734350.865,1,0,0,0,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.83,0.26,0.10,1,100.43,74.7
239.912,1559734350.912,1,0,0,0,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.81,0.24,0.10,1,100.43,74.7
239.963,1559734350.963,1,0,0,0,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.81,0.26,0.10,1,100.43,74.8
240.011,1559734351.011,1,0,0,0,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.81,0.26,0.10,1,100.43,74.8
240.063,1559734351.063,1,0,0,0,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.82,0.27,0.10,1,100.43,74.8
240.111,1559734351.111,1,0,0,0,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.82,0.28,0.12,1,100.43,74.8
240.162,1559734351.162,1,0,0,0,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.82,0.28,0.12,1,100.43,74.8
240.210,1559734351.210,1,0,0,0,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.78,0.29,0.13,1,100.43,74.8
240.261,1559734351.261,1,0,0,0,0.000,51.9985701,13.6878761,84.2,276,35.9,84.0,12.0,0.75,0.29,0.14,1,100.43,74.8
240.303,1559734351.303,1,0,0,1,0.000,51.9985758,13.6879845,82.8,272,29.9,87.6,12.0,0.75,0.29,0.13,1,100.43,74.8
240.353,1559734351.353,1,0,0,0,0.000,51.9985758,13.6879845,82.8,272,29.9,87.6,12.0,0.73,0.31,0.13,1,100.43,74.8
240.404,1559734351.404,1,0,0,0,0.000,51.9985758,13.6879845,82.8,272,29.9,87.6,12.0,0.68,0.31,0.13,1,100.43,74.8
240.451,1559734351.451,1,0,0,0,0.000,51.9985758,13.6879845,82.8,272,29.9,87.6,12.0,0.67,0.26,0.13,1,100.43,74.8
240.502,1559734351.502,1,0,0,0,0.000,51.9985758,13.6879845,82.8,272,29.9,87.6,12.0,0.65,0.26,0.13,1,100.43,74.8
240.551,1559734351.551,1,0,0,0,0.000,51.9985758,13.6879845,82.8,272,29.9,87.6,12.0,0.65,0.29,0.11,1,100.43,74.8
240.603,1559734351.603,1,0,0,0,0.000,51.9985758,13.6879845,82.8,272,29.9,87.6,12.0,0.65,0.30,0.09,1,100.43,74.8
240.651,1559734351.651,1,0,0,0,0.000,51.9985758,13.6879845,82.8,272,29.9,87.6,12.0,0.64,0.30,0.09,1,100.43,74.8
240.705,1559734351.705,1,0,0,0,0.000,51.9985758,13.6879845,82.8,272,29.9,87.6,12.0,0.62,0.29,0.09,1,100.43,74.8
240.751,1559734351.751,1,0,0,0,0.000,51.9985758,13.6879845,82.8,272,29.9,87.6,12.0,0.60,0.29,0.09,1,100.43,74.8
240.803,1559734351.803,1,0,0,0,0.000,51.9985758,13.6879845,82.8,272,29.9,87.6,12.0,0.60,0.29,0.09,1,100.43,74.8
240.852,1559734351.852,1,0,0,0,0.000,51.9985758,13.6879845,82.8,272,29.9,87.6,12.0,0.61,0.26,0.09,1,100.43,74.8
240.903,1559734351.903,1,0,0,0,0.000,51.9985758,13.6879845,82.8,272,29.9,87.6,12.0,0.62,0.25,0.08,1,100.43,74.8
240.951,1559734351.951,1,0,0,0,0.000,51.9985758,13.6879845,82.8,272,29.9,87.6,12.0,0.62,0.26,0.09,1,100.43,75.0
241.004,1559734352.004,1,0,0,0,0.000,51.9985758,13.6879845,82.8,272,29.9,87.6,12.0,0.62,0.31,0.09,1,100.43,75.0
241.053,1559734352.053,1,0,0,0,0.000,51.9985758,13.6879845,82.8,272,29.9,87.6,12.0,0.64,0.46,0.11,1,100.43,75.0
241.102,1559734352.102,1,0,0,0,0.000,51.9985758,13.6879845,82.8,272,29.9,87.6,12.0,0.62,0.46,0.12,1,100.43,75.0
241.150,1559734352.150,1,0,0,0,0.000,51.9985758,13.6879845,82.8,272,29.9,87.6,12.0,0.66,0.47,0.15,1,100.43,75.0
241.200,1559734352.200,1,0,0,0,0.000,51.9985758,13.6879845,82.8,272,29.9,87.6,12.0,0.65,0.43,0.15,1,100.43,75.0
241.252,1559734352.252,1,0,0,0,0.000,51.9985758,13.6879845,82.8,272,29.9,87.6,12.0,0.65,0.23,0.10,1,100.43,75.0
241.270,1559734352.270,1,0,0,1,0.000,51.9985857,13.6880687,80.3,264,28.3,22.6,16.0,0.65,0.12,0.10,1,100.43,75.0
241.323,1559734352.323,1,0,0,0,0.000,51.9985857,13.6880687,80.3,264,28.3,22.6,16.0,0.62,0.09,0.10,1,100.43,75.0
241.371,1559734352.371,1,0,0,0,0.000,51.9985857,13.6880687,80.3,264,28.3,22.6,16.0,0.64,0.09,0.10,1,100.43,75.0
241.424,1559734352.424,1,0,0,0,0.000,51.9985857,13.6880687,80.3,264,28.3,22.6,16.0,0.64,0.10,0.05,1,100.43,75.0
241.471,1559734352.471,1,0,0,0,0.000,51.9985857,13.6880687,80.3,264,28.3,22.6,16.0,0.70,0.15,0.04,1,100.42,75.2
241.521,1559734352.521,1,0,0,0,0.000,51.9985857,13.6880687,80.3,264,28.3,22.6,16.0,0.72,0.22,0.00,1,100.42,75.2
241.571,1559734352.571,1,0,0,0,0.000,51.9985857,13.6880687,80.3,264,28.3,22.6,16.0,0.72,0.22,0.00,1,100.42,75.2
241.623,1559734352.623,1,0,0,0,0.000,51.9985857,13.6880687,80.3,264,28.3,22.6,16.0,0.67,0.22,0.08,1,100.42,75.2
241.672,1559734352.672,1,0,0,0,0.000,51.9985857,13.6880687,80.3,264,28.3,22.6,16.0,0.65,0.20,0.09,1,100.42,75.2
241.725,1559734352.725,1,0,0,0,0.000,51.9985857,13.6880687,80.3,264,28.3,22.6,16.0,0.63,0.17,0.10,1,100.42,75.2
241.771,1559734352.771,1,0,0,0,0.000,51.9985857,13.6880687,80.3,264,28.3,22.6,16.0,0.61,0.17,0.14,1,100.42,75.2
241.822,1559734352.822,1,0,0,0,0.000,51.9985857,13.6880687,80.3,264,28.3,22.6,16.0,0.61,0.19,0.14,1,100.42,75.2
241.871,1559734352.871,1,0,0,0,0.000,51.9985857,13.6880687,80.3,264,28.3,22.6,16.0,0.61,0.20,0.14,1,100.42,75.2
241.922,1559734352.922,1,0,0,0,0.000,51.9985857,13.6880687,80.3,264,28.3,22.6,16.0,0.63,0.21,0.10,1,100.42,75.2
241.972,1559734352.972,1,0,0,0,0.000,51.9985857,13.6880687,80.3,264,28.3,22.6,16.0,0.63,0.26,0.10,1,100.42,75.2
242.025,1559734353.025,1,0,0,0,0.000,51.9985857,13.6880687,80.3,264,28.3,22.6,16.0,0.63,0.26,0.08,1,100.42,75.2
